хоттаденнар,1
хозагӏдола,18
гайнай,3
тӏайирзар,1
диталцца,1
бехказйоалача,1
эхь-эздел,156
воккхагӏчох,6
зӏамагӏчох,17
эшачунга,33
язде-деша,3
хьехараш,25
хьехархочо-м,3
кхоачаргдолаш,16
наьна-дас,7
кортале,8
дӏадаьккхар,27
тхо-м,88
дӏаухе,5
дагадена,5
марха,374
кхоабий,4
тӏахьожам,65
бӏожолгаш,7
шекара,22
бӏалгаш,15
ӏергьяр-кх,1
хьаеннар,2
кхеста-м,2
Битацар-кх,1
оамалах,86
бохьар,1
ӏацар,20
Заман-м,1
бар-кх,53
хьадийллад,1
хьалйийрзача,1
дувцачунга,60
юкъагӏдалар,1
ӏохайшадар,1
ладувгӏар,52
хьехаманна,1
заманга,38
йоагӏаялар,2
юхадаккхар,1
эгӏазгӏоргвоаца,1
цакхоачар,3
тӏадуллаш,3
дагалоаттадеш,5
шокъ,22
уйланга,44
юкъагӏъяьккхар,1
дӏаарайодаш,1
хьачувоагӏа,7
наьна-воша,17
кхийттар,74
наьна-вешийна,8
йистхинна,21
едда,134
Дошхоатторгах,1
доашхар,2
букарйийрзано,1
гӏадж,169
лувзаш,32
хьайоагӏаш,46
йодашше,8
гулга,6
бехац,4
лургьяр,8
мелча,39
хул-м,1
даь-йишас,9
лазарал,2
къахьагӏа,9
кхачанза,21
дайнадар,29
хьалхадаьккхача,5
кӏаьддача,3
хургдоацача,20
соцардар,1
къаелар,5
кӏайбеннаб,4
кӏаьдъеннай,20
диад,22
йоӏилг,3
текхай,4
цӏен-да,74
кхебаьб,26
хьатӏадаьннад,6
моргаш,87
заманца,88
къувса,92
юхадоагӏаргдац,5
шеддар,144
чакхдовла,6
хьийжад,7
кӏалдитадац,1
латташше,7
къахийтта,16
йийлхар,50
цецъяьннача,16
тейир,6
езаенна,49
йиӏигага,47
йоахайойла,17
дӏайоагӏаргья,3
хӏаа,92
езаеларах,1
дӏаеча,2
накъа,80
юхаеча,6
дӏачуяхар,18
хайнгге,3
хьаьста,61
язбу,23
бӏасти,3
виззалца,24
Рашид,115
меттара,59
кӏувса,34
дуӏага,4
доахаделахь,4
кхолхаделахь,4
гӏовттаделахь,4
ӏолохвелар,14
дадайна,16
гӏеттавий,4
йоагӏаций,2
набарах,109
Халид,10
гӏеттавац,3
Рашида,128
зӏамагӏвола,40
ӏун,5
жийво,7
ӏаьхар,68
булларгба,6
айбелча,8
хьажкӏашта,27
макха,27
лордал,2
тӏехъяьнна,22
боаккхарг,10
говраца,80
дешай,104
магацар,58
Хьахаттал,2
кхетавергва,6
къажа,19
воахаве,26
дӏаараваьннача,8
ӏохайр,90
доладенна,38
дӏакхетаве,27
бакъву,4
дӏаоалашвар,2
декхарийла,225
кхоачашхургдолаш,4
доаладар,9
вари,20
бакъвари,3
кхоалагӏдар,16
диълагӏдар,3
пхелагӏдар,3
къежа,42
бӏарахьежар,210
гӏаттар,39
тӏахаьттар,3
хьадоаладарца,2
йоацилга,97
хьадоаладеш,3
хургдолга,33
доаладеча,3
дӏаоалача,3
доаладу,93
везарах,29
чӏоагӏду,19
ламазо,4
юхатох,13
адамгахьа,4
чӏоагӏале,35
чӏоагӏдечарех,2
хургвий,35
йовр,12
кхоаб,50
воӏилг,28
хьаелл,11
бийя,23
маьлагахьа,4
цецвувлар,8
кӏордавар,2
дашхийтача,2
дӏалоацаргдолчча,2
дӏакхета,43
лоацагӏа,18
совдоаккх,9
паразах,3
тӏеххьардар,3
ваи,9
вӏаьхийвар,8
кӏайвар,2
ӏаьржавар,2
доазол,95
кхеставеш,10
вагӏачара,57
хьалгӏеттар,36
тӏехьаведар,14
ладийгӏар,52
боалла,87
гуйра,84
хьадалар,6
гӏоттаварга,1
гӏотташ,53
Оарснакъ,14
даьннадар,50
декача,11
чӏагаргашка,2
берзана,21
тхиралла,1
ӏажий,23
вахе,150
латтаргвар,5
хьалбаллалца,4
даь-даьгара,3
тхирага,1
лазаргбац,3
кӏалхарча,30
садаьхача,2
пехкаш,6
цӏеналургья,1
йисацар,2
бежкарта,10
горинга,6
арадаьха,11
етти,10
ӏасеи,2
устагӏеи,5
ӏулага,19
дӏалехкаш,6
дӏалаьхка,8
кийчдаь,138
ханнарча,13
самукъадаккха,21
дӏайхагӏа,13
айбаллалца,1
чувера,60
саьмарсаькха,1
зӏиргаш,11
чуена,13
сихлуш-м,1
бӏохбеннаб,1
шозлагӏа-дале,44
дӏохденнадац,1
дӏохлац,1
даьннадий,24
хьадаьннадац,2
Гӏойберда-м,2
хаций,97
еллаелар,13
Оарснакъа,2
хьачувоагӏаш,5
хоаттаргда,50
маьр-даьна,3
нус,207
даь-даьга,11
мархӏакхийтар,13
дӏабелар,14
жерахьа,4
хьабаккха,18
бергба-кх,8
ноаналче,9
дӏачувахар,19
Райхьант,38
байлар,13
дӏачуваьлча,20
теникехи,1
бургацахи,1
Орснакъа,4
зӏамагӏбола,5
вошеи,67
шел,26
дайдда,28
мархӏалийлхар,15
тӏадувхача,14
чокхена,3
чухьанахьа,16
дувхача,6
гӏажилга,2
боргӏилгаш,14
гӏоздувлаш,13
хьайза,64
маьрдаьна,4
несас,40
кӏолд,50
хох,25
бешара,51
хьажбуц,1
хьадаьннадеций,1
вахийтавац,9
хьогге,17
хьадоал,8
велакъажар,74
айттар,35
дунено,18
хьадаьннарг,2
далац,87
къамел,1
къердаш,41
хьадалац,2
цӏарабоал,2
йӏохлу,2
ӏийне,55
хийцца,215
ӏовижа,40
йисайий,9
цӏарабала,1
цӏарабалар,1
цӏарабаьлча,1
аллал,10
болчул,9
ӏогарга,4
Моажола,3
ӏах,18
ханнархошца,4
цӏарабаьнна,2
шелало,35
цӏарабоалача,9
йоаржаяь,19
йӏовхали,2
лаьттанца,39
шелали,5
гӏарт,3
хӏаваи,3
анаюхегахь,1
хьалбалар,4
теркалъяьй,1
ӏуйранара,8
тхир,55
уйлангахьа,41
керчаргвар,1
тхирал,1
дицар,10
анаюхенга,1
зӏамагӏдолча,12
ловзаргаш,11
гӏоргдий,5
довле,31
гӏоргда-кх,7
даькъалабувца,1
цӏарабаларца,1
диэ,13
аргдоацилга,5
туллийташ,2
дӏалаьцар,30
ханархой,2
долчча,206
хьааьлча,15
чакхдаьннарг,1
ковна,83
хургдоацаш,89
Макшарип,11
хьалвийрзача,6
бӏаргабайр,12
къамаь,2
гӏажамаж,1
хьалбоагӏа,5
лоалахара,9
хьатӏакхоачашше,3
тӏатоадир,2
шоллагӏчо,69
хургхилара,5
белгало-м,6
хьаваьннача,13
моттигага,18
хьалхарчо,28
могавеш,15
воахаволва,15
дӏахобахар,11
Макшарипа,10
цӏенбе,4
кӏаьдвеннавале,2
салеӏача,6
дагабувла,3
Ясийн,2
эшац,181
цаводаш,9
жопах,9
моллагӏволча,40
аьрдагӏа,99
лелалуш,20
наькъаца,100
зуламе,48
ийгӏа,44
хьадер,23
аьнначох,68
бусалбал,6
гӏулакхашкахьа,25
бекъабенна,10
даь-даь,19
юкъевелар,2
Виззаи,1
ахи,7
бахьани,2
Виззавола,1
дӏабувлаш,1
долчарца,3
дагавувлашвар,1
лерхӏаме,122
ӏаламнаха,3
доацачун,4
тешабар,1
хете,111
лораваларал,1
къехкаргбола,1
къоал,72
къул,4
могачара,1
чукхухь,1
лечкъадеш,28
велхаваь,1
кхийначоа,4
йоалаеш,106
бӏаргцӏацкъам,6
Даьлацар,2
дӏахаьда,5
вӏаштӏехьдаргдолаш,4
хьоахадаь,44
ханарча,101
Табиӏинаш,1
тӏехьабоагӏараш,9
Джабир,8
табиӏинех,1
Джабира,10
хьанехка,20
хоаставича,8
гӏадводаш,7
хьавоагӏача,20
бӏаргвайнав,2
кӏаьдвенна,75
дӏатӏадахад,2
олг,64
ӏодиллад,9
юхадахад,2
оагадаь,3
хьоаста,18
деллинге,5
дӏачуваха,12
ӏоаьтад,2
Хьаарадена,2
жӏалена,38
бешага,6
тӏаваха,28
малад,12
сайранна,84
дӏавод,6
ӏуйранна,135
цаӏи,25
дисари,3
хьабоаккхача,3
сомаца,2
олг-м,2
дуаргда,47
укхазар,26
фусам-да,43
хьавеча,20
цецваьнна,140
хьавалцца,2
ӏийта,2
лаьгара,2
кхаьччанге,9
ехкай,12
воацачун,17
къонах-саг,5
дувцачун,40
керттерадар,52
накъавоалаш,21
хьожаргва-кх,5
коанаӏаргарча,1
кӏордадилцца,1
чувер,2
чувоагӏашше,2
дӏатӏавахар,62
наьна-цӏагӏа,3
юкъах,106
цаваккхар,1
ӏомаваьвар,8
ешашйола,2
ӏочакх,4
кӏаьнкага,76
дийшадий,7
дийшар,67
дийлла,11
ваьгӏар,84
кӏаьдделча,3
дешандаь,3
вус,48
дешалуш,5
ӏуйрани,3
сайрани,3
деше,25
дӏатӏаваргва,1
дийшача,295
говш,157
шаьрделар,1
дӏаӏемар,4
дитадац,18
жуз,3
дийшад,76
юкъейоагӏе,1
дицдала,16
лазаргдац,3
шаьрлургда,1
хьаькъалца,108
хоалац,14
юхадагадоха,1
хӏа,258
дӏахийца,26
дӏаяхарах,8
сагацара,20
къастаргда,6
сувраташ,4
волавеле,1
ӏомалургда,3
тоӏадича,6
боалий,44
оалий,32
чӏоагӏлургда,3
кхетаргволча,1
миштаб,33
пишка,69
чулелабу,2
ӏургаш,19
дӏакхетавергва,3
тускар,46
ӏовахе,1
боассабаь,4
шийкерта,1
ӏочухьекха,4
чукхачале,8
ӏодахадар,2
ӏогӏоргдоацаш,3
вадалахь,11
юхавахийтар,1
тускар-м,1
доассаделар,3
кхачале,26
доалургдоацилга,1
юхаваьккхар,1
дӏатӏабохийте,1
чувоагӏаргва,16
юхачукхачале,1
ӏогӏоргдолга,1
гӏортабаь,35
хьатӏакхаьчача,42
вувхьаш,29
хетий,107
дӏарча,68
тускарга,1
хьаэцача,3
кӏормӏадаш,1
дегашта,58
хувцадолийт,1
дӏакъастарца,1
халахь,35
боаллилга,3
мукхо,2
мукхдуаш,1
дешарцеи,10
дагалоаттадарцеи,1
цӏенлуш,11
къематадийнахьа,2
жожагӏатенни,1
юкъеоттаргда,1
кагегӏдола,3
кӏоаргагӏа,76
чубизаргахьа,4
ласта,9
нешашца,3
чуер,1
Лийда,6
даь-наьнага,17
хьалъаьлча,1
кхоардадар,2
дагайоаллаш,26
чӏоагӏа-м,37
даьдий,38
Ядалахь,3
хьаеча,23
дӏаяхийтар,20
саббаре,80
фаьлг,225
укхунгахьа,12
йирза,5
нанайга,19
нешаша,3
хийттад,40
могаш-м,5
йоахар-кх,2
сагот-м,2
кхыдар,176
ладувгӏалахь,43
наьна-вошас,16
Сулайм-пайхамара,1
Дауд-пайхамара,1
Къудс,1
Закре-пайхамар,2
хьехаргдолаш,1
уст-йиший,1
ӏийса-пайхамара,1
ӏалайхӏис-салам,3
дӏайига,47
Закре-пайхамара,2
Сулайм-пайхамар,1
хезав,6
Лидас,50
садоаллача,9
хиннабий,24
жиний,10
тӏехьа-м,11
Закречо,6
Марема,238
йий-хьогӏ,28
Маремага,11
еций,170
дезделча,1
воаггӏа,2
нана-цӏагӏа,24
дӏачувахача,7
йижа,80
сомаяьланзар,1
йийлхай,8
Закре,8
вийлхав,7
багӏаш,216
наьнацара,53
къаьстача,35
мегад,32
иззал,116
амийн,6
хьехарах,8
сатохаргдолаш,3
Лийдас,11
нийслой,59
эшадалар,7
уллувра,19
ӏаламца,56
дувзаденнар,7
эшарг,9
дитацар,9
даь-даьца,10
вӏашкалувш,5
Довтийна,5
хьекх,57
эшаденнад,5
болашше,10
цӏогӏа-м,5
дӏацахазар,2
моллагӏдола,60
хургбоацилга,7
лерттӏа,429
хиларг,18
юкъедоал,2
гаьнадовл,2
дӏалацац,3
дӏахазар,12
эгӏаза,9
сабарерча,6
нийсбелча,24
хьекхац,5
лув,178
хьахоз,61
ӏомадаьр,46
къовсаденнад,4
ше-ше,54
къоастадергдолаш,3
юкеъа,2
цӏенде,22
яьккхе,98
хьадаьр,40
юхду,2
тӏехдоалаш,8
къахетамо,5
йоацар,97
юхадувцац,3
сатох,11
лоткъам,110
машаро,7
къовсавелча,3
юхаваьннача,4
йогӏаргъя,3
йогӏаргья,6
боаккхаргбац,13
баккхалахь,80
къовсалуш,8
дог-безам,34
далийталахь,11
хьажалахь,53
хозаргдац,11
эгӏазводашше,2
хьоасталой,4
дийцачун,16
корадир,34
карагӏдала,6
дездергдоаца,2
къажъеш,3
Хьамида,24
мӏарах,8
кетар,70
хьаийцар,78
Заура,12
човхавича,8
мархӏакхетаргвар,2
къажъе,3
гӏертаргвар,3
Заурага,4
чудийха,2
новкъосташта,82
юхавоале,6
дувшале,3
со-м,620
волаш-м,7
гӏоргвац,52
саготдора,10
дӏаараваьлча,10
машена,167
хоаваь,45
вуаргва,2
цига-м,37
халхар,115
децарий,36
самукъадаьккхача,3
кхоачий,10
воаш,147
арадаьккха,22
чубаьхар,14
биззалца,12
лувш-оалаш,12
къийрда,29
фусам-даьшта,7
лоаллаш,60
дийцадецарий,2
бакъ-м,42
хьаллалла,2
цӏайга,23
озза,4
лаьллар,18
хьалкхаьчар,24
гулденна,21
сакъердамга,4
ашарашка,36
йоаеш,91
хетталца,3
бела,57
кагирхой,176
тика,187
хьанаькъ,2
воалашше,17
йоагача,44
лампанна,2
тӏакхийттача,11
миноте,63
хьадагадер,2
кӏалваха,6
хьаваккхар,2
тӏахьийлхар,7
лозаваьвар,7
дагадессар,9
бойлахьа,6
тӏатохарах,2
шортагӏа,21
даьхкадаларе,3
дӏахьийжадаларе,2
хургдацар-кх,2
дехкеваларах,3
юхадаргдац,2
ӏотӏахьежача,8
бӏайхача,33
лотаденнача,5
радио,123
таксист,14
тӏавер,2
малара,31
юхадерзадир,16
вагӏачо,32
вугаргварий,2
тӏавеначо,4
хьачуха,12
кийчйир,19
таксиста,8
лакхарча,80
нийсделча,58
хьал-таро,24
кхаьннахьа-диънахьа,3
вигар,39
аравоагӏар,3
леладечох,115
сакхийча,6
лелачох,4
беле,18
мукъавалийта,12
воти,476
воалаваьвий,4
мегаргдарех,2
цудухь,215
доацашше,6
кхеставу,13
яьккхачул,32
йоаяьйий,2
цӏавига,9
аьннадаларе,8
далалехь,13
дӏалург,4
Къинтӏеравал,2
ӏерг,11
ӏовала,16
хоаттаргдолаш,7
вохийте,3
дӏавохийтаргвац,5
воагӏе,59
дуа,59
вухьаш,22
воагӏий,35
гучавоалий,2
гучаваланзар,4
Хьежанзар,2
ахчилгах,2
садоаллаш,9
дагадоахкаш,14
аргӏанарча,30
чувагӏаш,2
хьалвоагӏаш,11
соцале,6
хьогга,31
юхавоагӏаргва-кх,2
автобус,78
хьаярга,7
вовзий,32
вовзе,6
вовзийтаргва,4
фунехкдаьча,3
кхеставаь,3
тишвеннавар,4
чукхийттадар,3
чӏормабаьннабар,2
когашца,8
дӏаходир,5
сацанзар,10
тӏакхаьчадале,3
воаккхалва,9
гӏалата,10
чубахачара,2
айбеш,31
аттестат,8
университете,105
факультет,13
кӏоаргга,218
совъяккха,5
хьехархошца,10
дӏаяйзар,3
Куратора,1
тоабан,60
дӏайодар,22
дӏаязбеш,14
дарса,1
Маремаца,11
группе,9
тарлуча,17
зачёташ,1
экзаменаш,32
дӏаийцача,16
йолаелча,39
тӏааха,3
сесси,11
лаьрххӏа,515
хьехама,12
ухий,14
даьша-ноаноша,33
дешийта,54
хьехархоша,79
хьегар,26
чувахача,16
хьавенавале,2
хьачуенача,6
кхайкайича,3
хезарий,20
хьачуяьлча,8
аллерги,2
алийта,60
дешаргдац,7
дипломаш,12
долхе,29
лийлача,11
мичад,270
доакхал,4
яхадий,1
хьадаьхкача,8
хьехархошка,10
чудахача,10
ӏомадой,4
экзамен,18
гӏадбахе,16
оттайой,1
Кхалсага-м,3
дийшадац,12
йодий,12
дийшачоа-м,1
дийше,27
доалий,25
дахьалда,44
юсе,8
юсаргья,19
даргдий,8
тӏакхетар,6
дӏахезар,15
аудиторе,3
хьалтӏех,4
деканаи,1
куратораи,1
кагирхошта,68
декана,10
мичча,197
ӏелахь,26
чакхйоале,2
ведомостешка,1
пхиаш,6
Шевволчо,1
говзанчаш,52
вӏаштӏехьадалац,12
цӏийелар,25
цӏенхашта,80
дергдий,22
балба,42
йолле,134
могачох,17
гӏертачарна,2
довргда,32
вӏаштӏехьадоале,6
диплом,24
кхетадаьлга,3
ийцалга,15
чуяьлча,18
Шоллагӏ-кхоалагӏйола,1
дӏаелар,23
тоабах,8
университет,36
кхайкача,80
дарс,3
араяла,26
тӏакхувш,83
Башири,12
Мареми,41
Башийра,1
зоахалолаш,41
хьатӏадаьхка,2
лаьрххӏача,7
хьагар,20
Баширага,7
Башира,160
маьр-наьнаца,3
маьрелах,5
хьаделар,13
лоалахочун,53
хьадаьстача,7
дӏадийшар,2
маьр-нанна,15
дӏайола,5
университетера,7
хьадайта,13
яха-м,10
гӏоргьяцар,6
хьажардухь,1
маьр-нанас,30
эшандаь-м,1
декан,5
хьадайтача,10
догдоахилга,12
Башираца,8
хьожаргья,19
хургбар,92
дайнадац,52
гӏончаш,10
кхебе,50
харцача,52
бовлар,17
Дарихана,4
кхебелахь,2
дагалатташ,8
халонна,28
духьаленашта,3
кхебир,9
йиӏиги,68
маьр-цӏай,8
ӏасолта,50
Мухӏажар,1
тӏехваьннавар,2
Хадишата,16
кхебарга,6
боагӏар,88
исташца,14
хоадабаь,28
тӏехъяргьяцар,1
Хадишат,41
вагӏача,248
Исмаӏали,9
вашаш,57
хьоалчагӏа,110
Дариханарцига,1
Мухӏажара,2
чуваьккха,2
ӏохоавир,23
Дарихан,1
дергда-кх,28
хьавехаргва,3
маьр-воша,14
вийцар,13
хьавийхар,6
йоллийташ,5
хьадийцар,23
хьаьшас,24
шин-кхаь,66
юхавола,12
дӏаьхдаь,16
Хадишати,2
бакъахьдар,40
аланзар,75
урдув,68
цӏаюгаргья,3
цӏавахийтар,3
фусам-даьша,17
гоаеш,3
цӏайигар,4
хайшараш,14
динцара,6
цкьа,3
юкъеяьнна,1
яьнно,1
телефона,38
зудал,3
чухаьхкар,5
телефон,188
даьцӏа,36
касташха,4
йоӏ-йишеи,2
устцӏаьшка,5
найци,10
юкъекхаьчача,3
йоаццаш-ха,1
яйтаргья,14
Дӏайоагӏе,1
бӏаргагургья,2
дӏайоайир,7
даь-йишийга,2
толхадергда,3
хьачуваьлар,28
дӏадерзаде,24
оапаш,150
бийцарг,1
хургйоацаш,48
дӏааьлар,29
йийттар,21
юхатехар,15
кӏордаяьй,9
хьатӏаезъелар,1
яйте,7
юсарг,2
йолаш-м,14
тӏачайхха,5
кхераелар,11
Мувсайгара,1
тӏачайха,6
соцайир,25
хеззе,1
чувхалахь,1
ӏобоже,1
тохабелар,18
сесагага,112
могаргдац,65
цӏая,12
езац,133
сихвеннав,3
хьоастаелар,5
лоадам,93
тоъаргда,96
садийттад,7
алалехь,3
аьнначунца,3
дийлхар,15
верзаш,28
цӏабахийтар,5
ӏийр,27
дистматаш,1
доаттӏадаь,2
йоӏ-йишийна,3
къаьсттинге,1
мараи,18
нийсдалара,6
оарцагӏдоал,2
тӏагӏорт,3
вӏашагӏкъоастабар,1
маьра-наьнага,1
моллагӏдолча,52
цӏаяхийтар,2
талхар,11
хайттал,2
маьр-даьгеи,1
маьр-наьнагеи,1
кхоаллий,2
юхадухьала,5
дӏаараяьлар,17
тӏехьакхайка,5
юхачуйийхар,1
Цхьацца–шишша,1
йоалле,16
йоалийтаргъя,1
винза,8
хетаргда-кх,1
кегадой,1
техадий,3
къинтӏервала,2
йоалаяьча,38
хет-кх,24
кхетача,28
цкъа-шозза,67
маьр-наьнага,7
хьаенай,16
сакхер,2
харцдоале,3
доре,30
эсалал,25
чӏехкар,18
маьр-дас,13
бошабаьб,16
морг-м,2
укха,33
соцаргва,12
хабарех,10
кхувра,3
цагӏортар,1
леӏе,9
хайталахь,9
хайтаргдац,2
юкъедахка,2
сацийта-м,1
кхебарах,2
йолашше,14
еннайий,14
уст-нанна,5
кхоардадергдий,1
туге,12
дезар-эшар,5
лелий,52
кӏаьдъелча,3
хьоасте,5
хӏанзле,45
алхьамдулиллахӏ,8
сесагаца,46
дагардар,67
нийсйолийтаргъяц,1
ерах,6
даланзар,32
кӏезигчоа,1
гӏоргхиларах,3
дийтта-пхиийтта,2
Асланеи,6
Мурадеи,4
леттинге,2
харц-бакъ,9
кӏаьнкашта,24
боацашше,3
кхычарех,22
летабар,2
къовсабенна,9
бакъвар-харцвар,1
боалабе,25
товсабенна,5
доккхагӏчарга,2
къоастабар,3
латаргва,4
кӏомагӏа,3
леларгва,11
латарг,6
гулденнача,15
тӏормеш,32
юхабаьхкар,14
чубаьхка,5
камаьршал,25
воккхагӏвар,89
къахетар,41
дицлуш,13
юхаметтаовттаде,2
хьадаьржа,2
аькхъахар,4
гӏаьлеи-къаракъи,2
даржар,9
удабар,3
дингахьа,22
кӏоадо,3
баргбола,14
дийцараш,20
чӏоагӏоча,2
байнна,7
дӏаайттар,45
дагайоссийт,2
кегаву,3
гаьндаргдолаш,2
тӏерча,11
балха-така,6
ӏодена,6
Хьаллеи-ӏои,2
къахьегар,70
тӏехьавадарах,2
тӏакхувргвоацаш,2
цхьаькхане,27
толхадар,3
гӏоттаргдоаца,2
баьнначо,4
цатоам,166
тӏанийссавеннача,2
нийсденнача,30
веннавий,12
лекхар,62
бӏарахьажер,2
дешарле,50
Аслана,95
нийсдала,16
духьалтессар,4
дикал,132
дукхал,17
дех-дехача,2
кӏезиглу,2
оал-кх,11
бехувшал,2
хургдий,53
вайгахьа,38
гӏаьххьа,100
чувар,6
ерраморг,13
вухь,7
мегаргдолаш,86
цо-м,63
боаккхаргбацар,4
аргдолаш,71
хила-м,24
нийсъе,30
кегавеннача,4
тоалургда,24
юхьах,10
можа,11
бейоаллача,3
хиннад-кх,22
Мурадага,10
Аслан,71
боккхагӏчар,71
дӏаэца,101
кагегӏчар,15
хьадоагӏаш,105
кагегӏбараша,2
дӏааьннар,19
дузаш,38
кагегӏбараш,14
хьаайттача,3
латтаргба,10
зӏамагӏбараш,20
кагегӏчаргахьа,2
совцадича,2
пайдандоацараш,2
леладой-м,2
гӏалатвоалаш,4
далийта,64
доазолла,2
тӏехвувла,2
массала,15
тӏехваьннача,6
даьрг,8
хьаяхачох,87
жагӏа-никъ,2
водаш-воагӏаш,20
тӏакхийча,4
машенаца,61
ӏоваьле,3
хьожар,63
дӏадалийта,11
таьзете,53
гулбенна,70
дуккханеша,10
оарцагӏвала,29
Муради,14
Аслани,20
гургвацар,2
къовсавенна,7
юххьанца,225
хиннилга,47
къамаьли,10
хьехари,2
вӏашкадоагӏаш,9
юхабахача,2
латар-тохар,3
къинтӏерабаьхар,2
доттагӏал,228
хехкача,9
хохкаш,10
дукхагӏча,192
хьалхаръяр,9
воалар,25
хоахкача,3
кӏаьдда,50
лорале,36
оалалуцар,1
Хьасана,300
дагавоаллилга,2
дегӏо,46
аьрдагӏал,2
кузов,2
ийю,8
КамАз,1
хьауллув,1
тӏехъийккхар,10
тӏакхетар-кх,1
дас-нанас,80
цкъарчоа,263
саметтадеча,1
лийллача,1
тоӏабу,5
ондарг,12
хьалхавоалача,1
дӏауллув,3
хьалхавувлаш,7
дӏауллувваьнна,1
хьалйоагӏа,2
кхоста,7
ӏайра,2
оарцан,5
кховдалаш,3
соттайой,1
кегадалар,2
гучаяьккха,7
ваьгӏавар,6
лозабаьбар,2
лозавир,3
кагбеш,7
човхабеш,5
йохаяьяр,5
вӏашкакхетар,1
дӏанийсду,3
лозаваьр,6
нийсденнар,19
хатараш,36
цалелаярах,1
низамал,1
дувларе,2
Даьллашоай,4
лозаваьча,9
хургбеций,1
дӏахайча,37
байнараш-м,2
дӏабохкаргба,5
бисачар,5
чӏахка,1
чубизале,6
маслахьатхой,9
кодаме,31
хьалхаваьнна,41
йистхилча,21
хьакхайкадеш,3
карагӏдувл,3
делхадергдола,1
даьхкача,43
тхоайла,63
хьоадича,23
фусам-дас,45
хургдий-хьогӏ,15
хьожаргда,142
лургдар,32
нийсденнад-кх,2
дитанза,4
вӏаштӏехьдаккха,12
аргда-кх,20
тоаболба,4
карагӏдаьннар,14
тоаделар-кх,1
вох,5
цхьавар,112
меттавоагӏаш,5
воккхагӏас,2
карагӏ,17
дагӏац-кх,1
чӏахкар,6
юкъебаьхкарех,1
хьатӏаэца,17
дахкале,2
аргдоацаш,30
боахкий,7
воалий,17
массанегара,8
лоацвелча,4
пенах,97
кхаькхий,13
йишийчарга,1
шай,28
герга,122
доаккхалда,14
хьаллаьцар,17
бийлхар,3
карагӏдаьннача,6
дагардалац,2
дӏакъайлача,9
духьалъувтташ,4
ухаргда,7
довр,22
ӏашат,25
ӏаьлийца,7
эйяхь,16
дерд-хьогӏ,3
хьабеделлар,2
эшийташ,19
кхевора,8
йоалайир,33
Хади,48
увзача,4
мелача,22
леладелахь,7
тӏалесташ,4
цадийшар,7
вовргва,4
харцахьарча,11
лийннай,19
лораваьв,5
ягӏалга,2
кхевеш,25
Хадена,13
дезанзар,4
еналга,7
хьаьсте,31
несийга,27
Бийсолта,18
Бекхан,30
дӏакъовлар,5
ӏоадаьдар,4
витавар,7
Фирдовса,18
човхама,6
лийннарех,2
цӏаденача,7
цӏабахкарах,3
ялалехь,25
Бийсолтан,2
даьннадацар,15
изи,28
Тховсараръяр,2
йиача,26
юаргья,18
Бийсолтас,7
нахал,71
даттеи,2
кхехкадеи,2
Бекхани,8
хьалкхоачашше,4
дӏакхаэлла,2
даттар,2
дӏаотта,54
хьадоалашше,2
лийча,22
хӏамеи,20
ӏооттадаь,11
шуша,59
оттадара,18
шеввар,48
цхьаццабараш,22
молаш-увзаш,2
бинзар,7
ӏеваланзар,18
малац,7
ӏаьласи,10
воацачои,2
дуаш-молаш,13
цӏабахар,26
Бекхана,15
Фирдовс,4
чубаьхкалга,2
вехаь,3
ӏовижавар,3
маларах,34
хургйоацилга,9
Бекханага,2
веттале,2
чукхоачашше,2
вӏашкаваха,8
воландаь-м,2
хӏамана-м,2
хеттац,10
бийттача,9
мӏарга,63
бийттаб,12
бийцар,45
ӏояьхар,11
къаракъа,43
меннад-кх,2
йийцар,43
кӏаьдвеннав,24
чувайта,3
маргдац,5
берг,24
зачёт,8
йолаеннаяр,11
Аудиторера,2
аравоалашше,3
гӏаьленаш,11
багӏар,164
латтачарна,16
цхьаннегара,21
сегорг,2
хьалсегар,6
киоскера,2
гӏаьлен,5
пашка,2
олги,13
тӏоаи,6
хохи,16
кухта,6
гӏандах,3
диадий,6
дуаргдолаш,13
маьр-нана,38
хьайийхар,4
дӏаеларий,2
чуванзар,7
човхайир,12
ӏомаваьр,15
шеддолчунна,2
юаяьрех,2
хадийташ,15
човхам,17
лоаттабаьрех,2
яьйий,20
елхара,15
къурдаш,26
хьона-м,58
тӏехьаетташ,3
шй,7
теркалдинзар,5
Бек-хан,3
ийцаяр,14
гучох,28
ялацар,19
деннадарий,7
хургдоацандаь,3
тӏоара,84
йовсар,23
маьнге,91
ӏовижар,34
дӏаоаларе-м,2
вовргвацар,2
чува,20
новкъосташца,74
корзагӏвоалар,3
доаладича,12
соцарг,4
дӏахохьош,16
кепиг,51
дитадар,12
летар,39
дӏаувча,2
дохьажах,7
чувихьар,4
воаве,10
ваьвар,10
лолва,4
совваргвола,3
вахалва,161
кхо-биъ,13
нускала,62
Бийсолтеи,2
Фирдовси,2
духьалдоагӏар,3
букар,8
вийрзавар,8
волчун,43
жовхьараш,32
гӏадъяхаяр,8
ӏашата,15
дешархоша,52
ӏаьлийна,31
лархӏийта,8
нийсархочо,2
баьддийрзадар,4
Бексолтий,3
сийрдадаккха,7
гӏоздаккха,14
кӏаьнкаи,11
кхеваьча,16
кхеве,20
уйланна,12
эргдаккха,4
бахьане,72
